"","month","day","hour","size"
"105",1,5,8,3440103
"106",1,5,9,3303636
"107",1,5,10,3379507
"108",1,5,11,3419273
"109",1,5,12,3185955
"110",1,5,13,3349159
"111",1,5,14,3342978
"112",1,5,15,3137986
"113",1,5,16,2752473
"114",1,5,17,2846703
"115",1,5,18,2774591
"116",1,5,19,2728133
"117",1,5,20,2528090
"118",1,5,21,2500966
"119",1,5,22,2638192
"120",1,5,23,2693004
"121",1,6,0,3012060
"122",1,6,1,3609720
"123",1,6,2,3658409
"124",1,6,3,3589034
"125",1,6,4,3787724
"126",1,6,5,4327864
"127",1,6,6,5211867
"128",1,6,7,5210404
"129",1,6,8,5539090
"130",1,6,9,5192979
"131",1,6,10,4851963
"132",1,6,11,5097847
"133",1,6,12,4918386
"134",1,6,13,5254287
"135",1,6,14,5017426
"136",1,6,15,4370490
"137",1,6,16,3605006
"138",1,6,17,3519864
"139",1,6,18,3245060
"140",1,6,19,2997832
"141",1,6,20,2667624
"142",1,6,21,2737359
"143",1,6,22,2640199
"144",1,6,23,2855298
"145",1,7,0,3401072
"146",1,7,1,4056634
"147",1,7,2,4256657
"148",1,7,3,3690691
"149",1,7,4,3893014
"150",1,7,5,4520288
"151",1,7,6,5329868
"152",1,7,7,5883657
"153",1,7,8,5995575
"154",1,7,9,5543464
"155",1,7,10,5019457
"156",1,7,11,5171612
"157",1,7,12,5186406
"158",1,7,13,5214949
"159",1,7,14,5170212
"160",1,7,15,4330386
"161",1,7,16,3815303
"162",1,7,17,3582748
"163",1,7,18,3284066
"164",1,7,19,3021219
"165",1,7,20,2991381
"166",1,7,21,2666386
"167",1,7,22,2994919
"168",1,7,23,3092272
"169",1,8,0,3645931
"170",1,8,1,4163914
"171",1,8,2,4262090
"172",1,8,3,4080385
"173",1,8,4,3955110
"174",1,8,5,4982410
"175",1,8,6,5951891
"176",1,8,7,6107023
"177",1,8,8,5964770
"178",1,8,9,5893913
"179",1,8,10,5485625
"180",1,8,11,5442656
"181",1,8,12,5265483
"182",1,8,13,2989915
"183",1,8,14,4486192
"184",1,8,15,4744094
"185",1,8,16,3828821
"186",1,8,17,3584104
"187",1,8,18,3419148
"188",1,8,19,3316865
"189",1,8,20,2837413
"190",1,8,21,2684615
"191",1,8,22,2724933
"192",1,8,23,3161503
"193",1,9,0,3599822
"194",1,9,1,4246841
"195",1,9,2,4565426
"196",1,9,3,4154513
"197",1,9,4,4236817
"198",1,9,5,5050847
"199",1,9,6,5745403
"200",1,9,7,6302957
"201",1,9,8,6076342
"202",1,9,9,5588448
"203",1,9,10,5264256
"204",1,9,11,5329528
"205",1,9,12,5282537
"206",1,9,13,5701582
"207",1,9,14,4845012
"208",1,9,15,4275042
"209",1,9,16,3578037
"210",1,9,17,3272517
"211",1,9,18,3232382
"212",1,9,19,2970067
"213",1,9,20,2726981
"214",1,9,21,2745692
"215",1,9,22,2930020
"216",1,9,23,3085951
"217",1,10,0,3621545
"218",1,10,1,4012737
"219",1,10,2,4014681
"220",1,10,3,3789256
"221",1,10,4,4078097
"222",1,10,5,4518155
"223",1,10,6,5213251
"224",1,10,7,5905639
"225",1,10,8,5518002
"226",1,10,9,5374055
"227",1,10,10,5114905
"228",1,10,11,4950512
"229",1,10,12,4600291
"230",1,10,13,4644718
"231",1,10,14,4338985
"232",1,10,15,3933181
"233",1,10,16,3166999
"234",1,10,17,2724809
"235",1,10,18,2573444
"236",1,10,19,1974902
"237",1,10,20,1874545
"238",1,10,21,1819266
"239",1,10,22,1683656
"240",1,10,23,1750926
"241",1,11,0,1813877
"242",1,11,1,1998012
"243",1,11,2,2142613
"244",1,11,3,2328520
"245",1,11,4,2229617
"246",1,11,5,2522926
"247",1,11,6,2886108
"248",1,11,7,3085817
"249",1,11,8,3282458
"250",1,11,9,3527197
"251",1,11,10,3283754
"252",1,11,11,3191436
"253",1,11,12,3196338
"254",1,11,13,3295296
"255",1,11,14,3152379
"256",1,11,15,2777165
"257",1,11,16,2576217
"258",1,11,17,2268374
"259",1,11,18,2068039
"260",1,11,19,2017102
"261",1,11,20,1963009
"262",1,11,21,1861815
"263",1,11,22,1786457
"264",1,11,23,1877137
"265",1,12,0,1964133
"266",1,12,1,2072021
"267",1,12,2,2226644
"268",1,12,3,2274260
"269",1,12,4,2579505
"270",1,12,5,2798293
"271",1,12,6,3132314
"272",1,12,7,3264428
"273",1,12,8,3384102
"274",1,12,9,3286657
"275",1,12,10,3644980
"276",1,12,11,3635536
"277",1,12,12,3797866
"278",1,12,13,3850075
"279",1,12,14,3563922
"280",1,12,15,3088814
"281",1,12,16,2828195
"282",1,12,17,2981356
"283",1,12,18,2840156
"284",1,12,19,2830930
"285",1,12,20,2658029
"286",1,12,21,2721978
"287",1,12,22,2700846
"288",1,12,23,3048530
"289",1,13,0,3586471
"290",1,13,1,4261220
"291",1,13,2,4404015
"292",1,13,3,3839583
"293",1,13,4,4174850
"294",1,13,5,5011816
"295",1,13,6,5390346
"296",1,13,7,6064137
"297",1,13,8,6012247
"298",1,13,9,5657609
"299",1,13,10,5485793
"300",1,13,11,5561777
"301",1,13,12,5323986
"302",1,13,13,5662692
"303",1,13,14,5327382
"304",1,13,15,4690150
"305",1,13,16,3930619
"306",1,13,17,3571683
"307",1,13,18,3488165
"308",1,13,19,3101162
"309",1,13,20,2897167
"310",1,13,21,2865060
"311",1,13,22,2991732
"312",1,13,23,3290451
"313",1,14,0,4083843
"314",1,14,1,4506827
"315",1,14,2,4594585
"316",1,14,3,4165786
"317",1,14,4,4185741
"318",1,14,5,4833615
"319",1,14,6,5821733
"320",1,14,7,6183960
"321",1,14,8,6089887
"322",1,14,9,5672709
"323",1,14,10,5380215
"324",1,14,11,5531126
"325",1,14,12,5704315
"326",1,14,13,5971663
"327",1,14,14,5461148
"328",1,14,15,4404228
"329",1,14,16,3780621
"330",1,14,17,3633834
"331",1,14,18,3578022
"332",1,14,19,3148446
"333",1,14,20,2810590
"334",1,14,21,2741647
"335",1,14,22,3021617
"336",1,14,23,3071541
"337",1,15,0,3962862
"338",1,15,1,4514772
"339",1,15,2,4459069
"340",1,15,3,4244120
"341",1,15,4,4409419
"342",1,15,5,5147208
"343",1,15,6,6051838
"344",1,15,7,6339160
"345",1,15,8,6312604
"346",1,15,9,5885366
"347",1,15,10,5560971
"348",1,15,11,5592830
"349",1,15,12,5526144
"350",1,15,13,5838509
"351",1,15,14,5355887
"352",1,15,15,4519663
"353",1,15,16,4027557
"354",1,15,17,3629887
"355",1,15,18,3606272
"356",1,15,19,3354870
"357",1,15,20,2908187
"358",1,15,21,2851638
"359",1,15,22,2929051
"360",1,15,23,3246159
"361",1,16,0,3758335
"362",1,16,1,4362765
"363",1,16,2,4510372
"364",1,16,3,4125743
"365",1,16,4,4319671
"366",1,16,5,4978587
"367",1,16,6,5832810
"368",1,16,7,6184615
"369",1,16,8,6172163
"370",1,16,9,5864877
"371",1,16,10,5477928
"372",1,16,11,5691997
"373",1,16,12,5645297
"374",1,16,13,5814095
"375",1,16,14,5733425
"376",1,16,15,4722648
"377",1,16,16,3697279
"378",1,16,17,3595981
"379",1,16,18,3311146
"380",1,16,19,3093745
"381",1,16,20,2823581
"382",1,16,21,2766007
"383",1,16,22,2889036
"384",1,16,23,2997772
"385",1,17,0,3632537
"386",1,17,1,4347485
"387",1,17,2,4507390
"388",1,17,3,4224272
"389",1,17,4,4188565
"390",1,17,5,4873542
"391",1,17,6,5315330
"392",1,17,7,5977707
"393",1,17,8,5885565
"394",1,17,9,5385385
"395",1,17,10,5078704
"396",1,17,11,5374135
"397",1,17,12,5098926
"398",1,17,13,5009224
"399",1,17,14,4568530
"400",1,17,15,3898999
"401",1,17,16,3203407
"402",1,17,17,2678944
"403",1,17,18,2284746
"404",1,17,19,2146823
"405",1,17,20,2071684
"406",1,17,21,1927999
"407",1,17,22,1925381
"408",1,17,23,1840049
"409",1,18,0,1981137
"410",1,18,1,2224125
"411",1,18,2,2373774
"412",1,18,3,2519553
"413",1,18,4,2596026
"414",1,18,5,2816867
"415",1,18,6,3113881
"416",1,18,7,3248298
"417",1,18,8,3488401
"418",1,18,9,3629821
"419",1,18,10,3498298
"420",1,18,11,3526985
"421",1,18,12,3456663
"422",1,18,13,3579510
"423",1,18,14,3479729
"424",1,18,15,3260792
"425",1,18,16,2796626
"426",1,18,17,2448389
"427",1,18,18,2282397
"428",1,18,19,2102248
"429",1,18,20,1905001
"430",1,18,21,1979316
"431",1,18,22,1865688
"432",1,18,23,1842604
"433",1,19,0,1867681
"434",1,19,1,2115027
"435",1,19,2,2251127
"436",1,19,3,2619951
"437",1,19,4,2791266
"438",1,19,5,3097767
"439",1,19,6,3236062
"440",1,19,7,3576345
"441",1,19,8,3634630
"442",1,19,9,3835201
"443",1,19,10,3845871
"444",1,19,11,3842554
"445",1,19,12,4129943
"446",1,19,13,4013710
"447",1,19,14,3762650
"448",1,19,15,3227408
"449",1,19,16,2910987
"450",1,19,17,2700137
"451",1,19,18,2867727
"452",1,19,19,2766545
"453",1,19,20,2667468
"454",1,19,21,2659787
"455",1,19,22,2813288
"456",1,19,23,3121622
"457",1,20,0,3782637
"458",1,20,1,4196582
"459",1,20,2,4480087
"460",1,20,3,4141901
"461",1,20,4,4330185
"462",1,20,5,5047960
"463",1,20,6,5611645
"464",1,20,7,6000032
"465",1,20,8,5826185
"466",1,20,9,5574548
"467",1,20,10,4731210
"468",1,20,11,5541163
"469",1,20,12,5324762
"470",1,20,13,5659909
"471",1,20,14,5215269
"472",1,20,15,4636448
"473",1,20,16,3519825
"474",1,20,17,3621175
"475",1,20,18,3608713
"476",1,20,19,3306904
"477",1,20,20,3096278
"478",1,20,21,3183625
"479",1,20,22,3267939
"480",1,20,23,3447245
"481",1,21,0,3953956
"482",1,21,1,4576201
"483",1,21,2,3804361
"484",1,21,3,3866673
"485",1,21,4,4576141
"486",1,21,5,5381278
"487",1,21,6,6089656
"488",1,21,7,6522996
"489",1,21,8,6601640
"490",1,21,9,6202169
"491",1,21,10,5826647
"492",1,21,11,6137045
"493",1,21,12,5901624
"494",1,21,13,5790102
"495",1,21,14,5541944
"496",1,21,15,4852251
"497",1,21,16,3968048
"498",1,21,17,4070482
"499",1,21,18,3621741
"500",1,21,19,3358402
"501",1,21,20,3131439
"502",1,21,21,3060722
"503",1,21,22,3161423
"504",1,21,23,3338179
"505",1,22,0,4086919
"506",1,22,1,4394015
"507",1,22,2,4695862
"508",1,22,3,4160416
"509",1,22,4,4554122
"510",1,22,5,5398997
"511",1,22,6,5847299
"512",1,22,7,5685782
"513",1,22,8,6429611
"514",1,22,9,6047938
"515",1,22,10,5873873
"516",1,22,11,5952128
"517",1,22,12,5685641
"518",1,22,13,5931737
"519",1,22,14,5671975
"520",1,22,15,4542369
"521",1,22,16,3994274
"522",1,22,17,3933402
"523",1,22,18,3524684
"524",1,22,19,3263787
"525",1,22,20,3030951
"526",1,22,21,3239066
"527",1,22,22,3217884
"528",1,22,23,3268064
"529",1,23,0,3558128
"530",1,23,1,4374614
"531",1,23,2,4610883
"532",1,23,3,4352803
"533",1,23,4,4804247
"534",1,23,5,4907955
"535",1,23,6,5872909
"536",1,23,7,6161167
"537",1,23,8,6253589
"538",1,23,9,5762019
"539",1,23,10,5619164
"540",1,23,11,5485022
"541",1,23,12,5759429
"542",1,23,13,5797220
"543",1,23,14,5474641
"544",1,23,15,4722837
"545",1,23,16,3854075
"546",1,23,17,3699821
"547",1,23,18,3447563
"548",1,23,19,3231541
"549",1,23,20,2976505
"550",1,23,21,2774950
"551",1,23,22,2947998
"552",1,23,23,3276485
"553",1,24,0,3736341
"554",1,24,1,4280399
"555",1,24,2,4288500
"556",1,24,3,3875761
"557",1,24,4,4426710
"558",1,24,5,4831484
"559",1,24,6,5703027
"560",1,24,7,6210120
"561",1,24,8,6058946
"562",1,24,9,5603831
"563",1,24,10,20
"564",1,24,11,4925411
"565",1,24,12,5233342
"566",1,24,13,5322312
"567",1,24,14,4837969
"568",1,24,15,4166261
"569",1,24,16,3572592
"570",1,24,17,3083784
"571",1,24,18,2558994
"572",1,24,19,2338589
"573",1,24,20,2229512
"574",1,24,21,2181796
"575",1,24,22,2123009
"576",1,24,23,2129219
"577",1,25,0,2052847
"578",1,25,1,2429304
"579",1,25,2,2528337
"580",1,25,3,2670167
"581",1,25,4,2864378
"582",1,25,5,2950486
"583",1,25,6,3269299
"584",1,25,7,3587649
"585",1,25,8,3986452
"586",1,25,9,3821992
"587",1,25,10,3917516
"588",1,25,11,3857729
"589",1,25,12,4012047
"590",1,25,13,4042832
"591",1,25,14,3805804
"592",1,25,15,3522133
"593",1,25,16,2971745
"594",1,25,17,2911005
"595",1,25,18,2851251
"596",1,25,19,2763568
"597",1,25,20,2465527
"598",1,25,21,2363341
"599",1,25,22,2366078
"600",1,25,23,2371910
"601",1,26,0,2323131
"602",1,26,1,2699150
"603",1,26,2,2611645
"604",1,26,3,2889980
"605",1,26,4,3183511
"606",1,26,5,3155389
"607",1,26,6,3342643
"608",1,26,7,3725122
"609",1,26,8,3705846
"610",1,26,9,3785736
"611",1,26,10,4051042
"612",1,26,11,4315471
"613",1,26,12,4375152
"614",1,26,13,4289744
"615",1,26,14,4203143
"616",1,26,15,3497935
"617",1,26,16,3232571
"618",1,26,17,3006407
"619",1,26,18,3238861
"620",1,26,19,3126237
"621",1,26,20,2853652
"622",1,26,21,2756188
"623",1,26,22,2820615
"624",1,26,23,3107805
"625",1,27,0,3673053
"626",1,27,1,4155486
"627",1,27,2,4568801
"628",1,27,3,4167908
"629",1,27,4,4147954
"630",1,27,5,4820604
"631",1,27,6,5104513
"632",1,27,7,6114041
"633",1,27,8,6360831
"634",1,27,9,6010271
"635",1,27,10,6130737
"636",1,27,11,6090121
"637",1,27,12,6107025
"638",1,27,13,6428845
"639",1,27,14,5901088
"640",1,27,15,4587520
"641",1,27,16,4266367
"642",1,27,17,3889672
"643",1,27,18,3668277
"644",1,27,19,3420051
"645",1,27,20,2994358
"646",1,27,21,2940797
"647",1,27,22,3187465
"648",1,27,23,3313635
"649",1,28,0,4002950
"650",1,28,1,4560332
"651",1,28,2,4468221
"652",1,28,3,4264189
"653",1,28,4,4394896
"654",1,28,5,5369470
"655",1,28,6,5633699
"656",1,28,7,6615014
"657",1,28,8,6560250
"658",1,28,9,6443808
"659",1,28,10,6244122
"660",1,28,11,6221443
"661",1,28,12,6220139
"662",1,28,13,6427602
"663",1,28,14,5976891
"664",1,28,15,4978653
"665",1,28,16,4278293
"666",1,28,17,3837976
"667",1,28,18,3417610
"668",1,28,19,3274234
"669",1,28,20,3183076
"670",1,28,21,2780663
"671",1,28,22,3050814
"672",1,28,23,3117929
"673",1,29,0,3890372
"674",1,29,1,4222794
"675",1,29,2,4784836
"676",1,29,3,4437743
"677",1,29,4,4594933
"678",1,29,5,5343955
"679",1,29,6,6200531
"680",1,29,7,6682652
"681",1,29,8,6901029
"682",1,29,9,6109286
"683",1,29,10,5871070
"684",1,29,11,6250077
"685",1,29,12,5986285
"686",1,29,13,6088567
"687",1,29,14,5928543
"688",1,29,15,4873503
"689",1,29,16,4110349
"690",1,29,17,3741717
"691",1,29,18,3251617
"692",1,29,19,3091948
"693",1,29,20,2960116
"694",1,29,21,2773724
"695",1,29,22,2800969
"696",1,29,23,2881816
"697",1,30,0,4157697
"698",1,30,1,4259054
"699",1,30,2,4370524
"700",1,30,3,4773551
"701",1,30,4,4411010
"702",1,30,5,5097093
"703",1,30,6,6232898
"704",1,30,7,6773343
"705",1,30,8,6815311
"706",1,30,9,6757401
"707",1,30,10,6253543
"708",1,30,11,6214716
"709",1,30,12,5905166
"710",1,30,13,6214928
"711",1,30,14,5545638
"712",1,30,15,4645396
"713",1,30,16,6914418
"714",1,30,17,3722208
"715",1,30,18,3024786
"716",1,30,19,2729063
"717",1,30,20,2628338
"718",1,30,21,2734624
"719",1,30,22,2502903
"720",1,30,23,2804486
"721",1,31,0,3345478
"722",1,31,1,3949291
"723",1,31,2,4131113
"724",1,31,3,3919569
"725",1,31,4,4216086
"726",1,31,5,4870320
"727",1,31,6,5694819
"728",1,31,7,6093258
"729",1,31,8,6156730
"730",1,31,9,5773142
"731",1,31,10,5369639
"732",1,31,11,5567156
"733",1,31,12,5421800
"734",1,31,13,5309173
"735",1,31,14,5142483
"736",1,31,15,4358070
"737",1,31,16,3391233
"738",1,31,17,5698864
"739",1,31,18,2770985
"740",1,31,19,2122946
"741",1,31,20,2139809
"742",1,31,21,1943817
"743",1,31,22,1893626
"744",1,31,23,1866381
"745",2,1,0,1926940
"746",2,1,1,2082035
"747",2,1,2,2266424
"748",2,1,3,2431470
"749",2,1,4,2539548
"750",2,1,5,2892635
"751",2,1,6,3104894
"752",2,1,7,3413282
"753",2,1,8,3784250
"754",2,1,9,3720519
"755",2,1,10,3819231
"756",2,1,11,3600054
"757",2,1,12,3724477
"758",2,1,13,3793234
"759",2,1,14,3647543
"760",2,1,15,3203825
"761",2,1,16,2868509
"762",2,1,17,2677698
"763",2,1,18,2475021
"764",2,1,19,2281042
"765",2,1,20,2302372
"766",2,1,21,2008971
"767",2,1,22,2058361
"768",2,1,23,1949379
"769",2,2,0,2059721
"770",2,2,1,2365451
"771",2,2,2,2343638
"772",2,2,3,2577701
"773",2,2,4,2545317
"774",2,2,5,2880294
"775",2,2,6,3231558
"776",2,2,7,3483739
"777",2,2,8,3679071
"778",2,2,9,3746360
"779",2,2,10,3976196
"780",2,2,11,4074331
"781",2,2,12,3883008
"782",2,2,13,4281297
"783",2,2,14,3868710
"784",2,2,15,3155460
"785",2,2,16,2740195
"786",2,2,17,2565040
"787",2,2,18,2383253
"788",2,2,19,2508431
"789",2,2,20,2464205
"790",2,2,21,2520535
"791",2,2,22,2452869
"792",2,2,23,2768661
"793",2,3,0,3482612
"794",2,3,1,4144960
"795",2,3,2,4353057
"796",2,3,3,4070082
"797",2,3,4,4379740
"798",2,3,5,5097976
"799",2,3,6,5649500
"800",2,3,7,5830899
"801",2,3,8,5851535
"802",2,3,9,5495244
"803",2,3,10,5526311
"804",2,3,11,5987589
"805",2,3,12,6004304
"806",2,3,13,6185737
"807",2,3,14,5699488
"808",2,3,15,4931026
"809",2,3,16,4298782
"810",2,3,17,3858854
"811",2,3,18,3229599
"812",2,3,19,3024682
"813",2,3,20,3005186
"814",2,3,21,2908515
"815",2,3,22,2880689
"816",2,3,23,3177360
"817",2,4,0,3678138
"818",2,4,1,4387613
"819",2,4,2,4579402
"820",2,4,3,4599647
"821",2,4,4,4660975
"822",2,4,5,5067900
"823",2,4,6,5805979
"824",2,4,7,6446308
"825",2,4,8,6509362
"826",2,4,9,6195595
"827",2,4,10,5920568
"828",2,4,11,6020947
"829",2,4,12,6175819
"830",2,4,13,5994683
"831",2,4,14,5831614
"832",2,4,15,5222382
"833",2,4,16,4437644
"834",2,4,17,3799138
"835",2,4,18,3473769
"836",2,4,19,3563329
"837",2,4,20,3129612
"838",2,4,21,3008779
"839",2,4,22,2967390
"840",2,4,23,3171244
"841",2,5,0,3777434
"842",2,5,1,4456470
"843",2,5,2,4292821
"844",2,5,3,3280129
"845",2,5,4,4187563
"846",2,5,5,5003111
"847",2,5,6,5816765
"848",2,5,7,6421327
"849",2,5,8,6797326
"850",2,5,9,6468540
"851",2,5,10,5914997
"852",2,5,11,6150413
"853",2,5,12,6091888
"854",2,5,13,6084793
"855",2,5,14,5982162
"856",2,5,15,5010346
"857",2,5,16,4351688
"858",2,5,17,3790960
"859",2,5,18,3445348
"860",2,5,19,3151900
"861",2,5,20,3031886
"862",2,5,21,2904605
"863",2,5,22,3075699
"864",2,5,23,3334578
"865",2,6,0,3659114
"866",2,6,1,4391897
"867",2,6,2,4727995
"868",2,6,3,4302589
"869",2,6,4,4672751
"870",2,6,5,5437618
"871",2,6,6,6123718
"872",2,6,7,6369819
"873",2,6,8,6608397
"874",2,6,9,6288157
"875",2,6,10,6169116
"876",2,6,11,6236151
"877",2,6,12,6113903
"878",2,6,13,6261570
"879",2,6,14,5758476
"880",2,6,15,5048263
"881",2,6,16,4632286
"882",2,6,17,4289577
"883",2,6,18,3869875
"884",2,6,19,3390769
"885",2,6,20,3073054
"886",2,6,21,3023743
"887",2,6,22,3188410
"888",2,6,23,3513290
"889",2,7,0,3995114
"890",2,7,1,4494954
"891",2,7,2,4806900
"892",2,7,3,4370478
"893",2,7,4,4499346
"894",2,7,5,5045503
"895",2,7,6,5798245
"896",2,7,7,6428058
"897",2,7,8,6381865
"898",2,7,9,5800658
"899",2,7,10,5567931
"900",2,7,11,5688461
"901",2,7,12,5461493
"902",2,7,13,5448405
"903",2,7,14,5372454
"904",2,7,15,4535798
"905",2,7,16,3562357
"906",2,7,17,3196237
"907",2,7,18,2857103
"908",2,7,19,2693424
"909",2,7,20,2408246
"910",2,7,21,2351849
"911",2,7,22,2454875
"912",2,7,23,2480133
"913",2,8,0,2391248
"914",2,8,1,2529772
"915",2,8,2,2938693
"916",2,8,3,2753455
"917",2,8,4,2931561
"918",2,8,5,3055959
"919",2,8,6,3477579
"920",2,8,7,3970494
"921",2,8,8,3882801
"922",2,8,9,4286966
"923",2,8,10,4083224
"924",2,8,11,4256448
"925",2,8,12,4036598
"926",2,8,13,4123638
"927",2,8,14,4165698
"928",2,8,15,3613959
"929",2,8,16,3261099
"930",2,8,17,2892893
"931",2,8,18,2518161
"932",2,8,19,2554395
"933",2,8,20,2435206
"934",2,8,21,2378870
"935",2,8,22,2189740
"936",2,8,23,2213873
"937",2,9,0,2301578
"938",2,9,1,2491828
"939",2,9,2,2658762
"940",2,9,3,2782122
"941",2,9,4,3008190
"942",2,9,5,3305849
"943",2,9,6,3490543
"944",2,9,7,3739159
"945",2,9,8,3992212
"946",2,9,9,4217446
"947",2,9,10,4339210
"948",2,9,11,4461882
"949",2,9,12,4662847
"950",2,9,13,4707800
"951",2,9,14,4387304
"952",2,9,15,4088190
"953",2,9,16,3696767
"954",2,9,17,3479061
"955",2,9,18,3373879
"956",2,9,19,3330193
"957",2,9,20,3109596
"958",2,9,21,3000555
"959",2,9,22,3238448
"960",2,9,23,3639822
"961",2,10,0,4177810
"962",2,10,1,4557820
"963",2,10,2,4778894
"964",2,10,3,4220042
"965",2,10,4,4755476
"966",2,10,5,5225206
"967",2,10,6,5853277
"968",2,10,7,6481447
"969",2,10,8,6619954
"970",2,10,9,6287512
"971",2,10,10,6019489
"972",2,10,11,5946303
"973",2,10,12,6037374
"974",2,10,13,6401043
"975",2,10,14,5923603
"976",2,10,15,4924039
"977",2,10,16,4094394
"978",2,10,17,4059017
"979",2,10,18,3907032
"980",2,10,19,3651098
"981",2,10,20,3318133
"982",2,10,21,3256891
"983",2,10,22,3284013
"984",2,10,23,3391483
"985",2,11,0,4343476
"986",2,11,1,4758066
"987",2,11,2,4728275
"988",2,11,3,4614113
"989",2,11,4,4536904
"990",2,11,5,5382351
"991",2,11,6,6010378
"992",2,11,7,6601797
"993",2,11,8,6749648
"994",2,11,9,6585229
"995",2,11,10,6284376
"996",2,11,11,6440804
"997",2,11,12,6131757
"998",2,11,13,6301814
"999",2,11,14,6173864
"1000",2,11,15,5103706
"1001",2,11,16,4508876
"1002",2,11,17,4363792
"1003",2,11,18,3738190
"1004",2,11,19,3700748
"1005",2,11,20,3352177
"1006",2,11,21,3173787
"1007",2,11,22,3442227
"1008",2,11,23,3756176
"1009",2,12,0,4357194
"1010",2,12,1,4837778
"1011",2,12,2,4977884
"1012",2,12,3,4622299
"1013",2,12,4,4897178
"1014",2,12,5,5631447
"1015",2,12,6,6181023
"1016",2,12,7,6828690
"1017",2,12,8,7176061
"1018",2,12,9,6688378
"1019",2,12,10,6278662
"1020",2,12,11,6189693
"1021",2,12,12,6322934
"1022",2,12,13,6080577
"1023",2,12,14,5779741
"1024",2,12,15,4940849
"1025",2,12,16,4475648
"1026",2,12,17,4015780
"1027",2,12,18,3920871
"1028",2,12,19,3455560
"1029",2,12,20,3263664
"1030",2,12,21,3293743
"1031",2,12,22,3449379
"1032",2,12,23,3691078
"1033",2,13,0,4427304
"1034",2,13,1,4794216
"1035",2,13,2,5189739
"1036",2,13,3,4538056
"1037",2,13,4,4712695
"1038",2,13,5,5380643
"1039",2,13,6,6462371
"1040",2,13,7,7049088
"1041",2,13,8,6942379
"1042",2,13,9,6452004
"1043",2,13,10,5993963
"1044",2,13,11,6346119
"1045",2,13,12,6030413
"1046",2,13,13,6364006
"1047",2,13,14,5774444
"1048",2,13,15,5082027
"1049",2,13,16,4170037
"1050",2,13,17,4040698
"1051",2,13,18,3476055
"1052",2,13,19,3515336
"1053",2,13,20,3313554
"1054",2,13,21,2985227
"1055",2,13,22,3076600
"1056",2,13,23,3533463
"1057",2,14,0,4064316
"1058",2,14,1,4505731
"1059",2,14,2,4623367
"1060",2,14,3,4216891
"1061",2,14,4,4630068
"1062",2,14,5,5052513
"1063",2,14,6,5963715
"1064",2,14,7,6327568
"1065",2,14,8,6374244
"1066",2,14,9,5967125
"1067",2,14,10,5612937
"1068",2,14,11,5435473
"1069",2,14,12,5218987
