"","month","day","hour","size"
"107",1,5,10,1834388
"108",1,5,11,1847482
"109",1,5,12,1865066
"110",1,5,13,1898815
"111",1,5,14,1818850
"112",1,5,15,1589323
"113",1,5,16,1456698
"114",1,5,17,1376360
"115",1,5,18,1382088
"116",1,5,19,1261038
"117",1,5,20,1221855
"118",1,5,21,1124843
"119",1,5,22,1082956
"120",1,5,23,1117248
"121",1,6,0,1162489
"122",1,6,1,1273357
"123",1,6,2,1200634
"124",1,6,3,1311553
"125",1,6,4,1363228
"126",1,6,5,1541160
"127",1,6,6,1556958
"128",1,6,7,1817472
"129",1,6,8,1846820
"130",1,6,9,1843144
"131",1,6,10,1989211
"132",1,6,11,1946882
"133",1,6,12,1995796
"134",1,6,13,2024330
"135",1,6,14,1990238
"136",1,6,15,1843978
"137",1,6,16,1613320
"138",1,6,17,1744463
"139",1,6,18,1629067
"140",1,6,19,1466671
"141",1,6,20,1325600
"142",1,6,21,1460017
"143",1,6,22,1506693
"144",1,6,23,1539000
"145",1,7,0,1882654
"146",1,7,1,2150396
"147",1,7,2,2328228
"148",1,7,3,2164680
"149",1,7,4,2258995
"150",1,7,5,2538748
"151",1,7,6,2821424
"152",1,7,7,3279657
"153",1,7,8,3366796
"154",1,7,9,2931213
"155",1,7,10,2918580
"156",1,7,11,2880042
"157",1,7,12,2941393
"158",1,7,13,3038822
"159",1,7,14,2821954
"160",1,7,15,2531617
"161",1,7,16,2181559
"162",1,7,17,1979521
"163",1,7,18,1894785
"164",1,7,19,1736625
"165",1,7,20,1695004
"166",1,7,21,1739161
"167",1,7,22,1639232
"168",1,7,23,1796637
"169",1,8,0,2046777
"170",1,8,1,2345115
"171",1,8,2,2363857
"172",1,8,3,2220447
"173",1,8,4,2300653
"174",1,8,5,2549620
"175",1,8,6,3018741
"176",1,8,7,3303240
"177",1,8,8,3447870
"178",1,8,9,3317008
"179",1,8,10,3020107
"180",1,8,11,3132779
"181",1,8,12,3051690
"182",1,8,13,3192752
"183",1,8,14,3152087
"184",1,8,15,2473850
"185",1,8,16,2263132
"186",1,8,17,1949924
"187",1,8,18,1921352
"188",1,8,19,1815676
"189",1,8,20,1679830
"190",1,8,21,1641445
"191",1,8,22,1595988
"192",1,8,23,1782984
"193",1,9,0,2222095
"194",1,9,1,2435792
"195",1,9,2,2415364
"196",1,9,3,2337690
"197",1,9,4,2445754
"198",1,9,5,2854659
"199",1,9,6,1320058
"200",1,9,7,3528874
"201",1,9,8,3765652
"202",1,9,9,3501542
"203",1,9,10,2934172
"204",1,9,11,3136490
"205",1,9,12,3105291
"206",1,9,13,3284991
"207",1,9,14,3341430
"208",1,9,15,2742444
"209",1,9,16,2264138
"210",1,9,17,1986529
"211",1,9,18,1989720
"212",1,9,19,1806473
"213",1,9,20,1527479
"214",1,9,21,1650649
"215",1,9,22,1697252
"216",1,9,23,1783459
"217",1,10,0,2209551
"218",1,10,1,2488870
"219",1,10,2,2478839
"220",1,10,3,2337663
"221",1,10,4,2535950
"222",1,10,5,3028313
"223",1,10,6,3177141
"224",1,10,7,3609842
"225",1,10,8,3592432
"226",1,10,9,3484768
"227",1,10,10,3024199
"228",1,10,11,2973797
"229",1,10,12,3059501
"230",1,10,13,3302980
"231",1,10,14,3082949
"232",1,10,15,2594265
"233",1,10,16,2255945
"234",1,10,17,2093389
"235",1,10,18,1885393
"236",1,10,19,1704785
"237",1,10,20,1618234
"238",1,10,21,1486919
"239",1,10,22,1020462
"240",1,10,23,1740070
"241",1,11,0,1958629
"242",1,11,1,2325838
"243",1,11,2,2555439
"244",1,11,3,2434536
"245",1,11,4,2275208
"246",1,11,5,2687553
"247",1,11,6,3027333
"248",1,11,7,3365288
"249",1,11,8,3383963
"250",1,11,9,3152823
"251",1,11,10,3066560
"252",1,11,11,2984919
"253",1,11,12,3073186
"254",1,11,13,2957327
"255",1,11,14,2864793
"256",1,11,15,2617085
"257",1,11,16,1944804
"258",1,11,17,1710555
"259",1,11,18,1390387
"260",1,11,19,1305381
"261",1,11,20,1220699
"262",1,11,21,1170086
"263",1,11,22,1131131
"264",1,11,23,1052228
"265",1,12,0,1228271
"266",1,12,1,1215098
"267",1,12,2,1264139
"268",1,12,3,1463767
"269",1,12,4,1509132
"270",1,12,5,1603089
"271",1,12,6,1767173
"272",1,12,7,2011808
"273",1,12,8,2055072
"274",1,12,9,2036332
"275",1,12,10,2041550
"276",1,12,11,2103610
"277",1,12,12,2097680
"278",1,12,13,2067466
"279",1,12,14,2071775
"280",1,12,15,1845269
"281",1,12,16,1579723
"282",1,12,17,1459015
"283",1,12,18,1320423
"284",1,12,19,1218756
"285",1,12,20,1135181
"286",1,12,21,1137683
"287",1,12,22,1123330
"288",1,12,23,1039701
"289",1,13,0,1173231
"290",1,13,1,1204581
"291",1,13,2,1394581
"292",1,13,3,1451269
"293",1,13,4,1527653
"294",1,13,5,1697011
"295",1,13,6,1877550
"296",1,13,7,2217214
"297",1,13,8,2033749
"298",1,13,9,2191644
"299",1,13,10,2223844
"300",1,13,11,2294430
"301",1,13,12,2378519
"302",1,13,13,2537849
"303",1,13,14,2386182
"304",1,13,15,2044779
"305",1,13,16,1844255
"306",1,13,17,1641384
"307",1,13,18,1812640
"308",1,13,19,1615157
"309",1,13,20,1541031
"310",1,13,21,1580401
"311",1,13,22,1607578
"312",1,13,23,1736058
"313",1,14,0,2016613
"314",1,14,1,2402637
"315",1,14,2,2431142
"316",1,14,3,2306617
"317",1,14,4,2574468
"318",1,14,5,2799498
"319",1,14,6,3022901
"320",1,14,7,3441024
"321",1,14,8,3541022
"322",1,14,9,3490517
"323",1,14,10,3234678
"324",1,14,11,3416719
"325",1,14,12,3443107
"326",1,14,13,3470451
"327",1,14,14,3174619
"328",1,14,15,2819757
"329",1,14,16,2239486
"330",1,14,17,2146843
"331",1,14,18,2070922
"332",1,14,19,2004493
"333",1,14,20,1850327
"334",1,14,21,1796776
"335",1,14,22,1725779
"336",1,14,23,1926996
"337",1,15,0,2253289
"338",1,15,1,2541667
"339",1,15,2,2433823
"340",1,15,3,2143375
"341",1,15,4,2631485
"342",1,15,5,2843689
"343",1,15,6,3296867
"344",1,15,7,3615328
"345",1,15,8,3548157
"346",1,15,9,3352636
"347",1,15,10,3187048
"348",1,15,11,3331902
"349",1,15,12,3373448
"350",1,15,13,3246765
"351",1,15,14,3240807
"352",1,15,15,2729574
"353",1,15,16,2366984
"354",1,15,17,2160024
"355",1,15,18,2029806
"356",1,15,19,1941732
"357",1,15,20,1763326
"358",1,15,21,1723473
"359",1,15,22,1788328
"360",1,15,23,1861603
"361",1,16,0,2079964
"362",1,16,1,2406427
"363",1,16,2,2603213
"364",1,16,3,2480746
"365",1,16,4,2428736
"366",1,16,5,2833832
"367",1,16,6,3202015
"368",1,16,7,3550282
"369",1,16,8,3636363
"370",1,16,9,3398388
"371",1,16,10,3251787
"372",1,16,11,3284131
"373",1,16,12,3254213
"374",1,16,13,3410752
"375",1,16,14,3134588
"376",1,16,15,2800704
"377",1,16,16,2350962
"378",1,16,17,2117571
"379",1,16,18,1906916
"380",1,16,19,2044523
"381",1,16,20,1699159
"382",1,16,21,1694945
"383",1,16,22,1831906
"384",1,16,23,1916802
"385",1,17,0,2178829
"386",1,17,1,2462800
"387",1,17,2,2620105
"388",1,17,3,2479580
"389",1,17,4,2549600
"390",1,17,5,2791893
"391",1,17,6,3211874
"392",1,17,7,3660414
"393",1,17,8,3631488
"394",1,17,9,3304545
"395",1,17,10,3119822
"396",1,17,11,3323490
"397",1,17,12,3268575
"398",1,17,13,3229261
"399",1,17,14,3173455
"400",1,17,15,2825978
"401",1,17,16,2380804
"402",1,17,17,2030117
"403",1,17,18,1886389
"404",1,17,19,1837418
"405",1,17,20,1661115
"406",1,17,21,1737421
"407",1,17,22,1797588
"408",1,17,23,1871072
"409",1,18,0,2301340
"410",1,18,1,2386695
"411",1,18,2,2472253
"412",1,18,3,2187560
"413",1,18,4,2327199
"414",1,18,5,2742198
"415",1,18,6,2955247
"416",1,18,7,3310920
"417",1,18,8,3453492
"418",1,18,9,3206191
"419",1,18,10,2992726
"420",1,18,11,2849001
"421",1,18,12,3008833
"422",1,18,13,3104821
"423",1,18,14,2903183
"424",1,18,15,2507717
"425",1,18,16,2107138
"426",1,18,17,1720714
"427",1,18,18,1418442
"428",1,18,19,1321328
"429",1,18,20,1214899
"430",1,18,21,1140073
"431",1,18,22,1042426
"432",1,18,23,1111976
"433",1,19,0,1158697
"434",1,19,1,1206763
"435",1,19,2,1283080
"436",1,19,3,1454033
"437",1,19,4,1517398
"438",1,19,5,1609089
"439",1,19,6,1794556
"440",1,19,7,1936390
"441",1,19,8,2117941
"442",1,19,9,2041809
"443",1,19,10,2159917
"444",1,19,11,2077513
"445",1,19,12,2067196
"446",1,19,13,2114131
"447",1,19,14,2223545
"448",1,19,15,1995502
"449",1,19,16,1916926
"450",1,19,17,1503351
"451",1,19,18,1355351
"452",1,19,19,1352825
"453",1,19,20,1271894
"454",1,19,21,1185531
"455",1,19,22,1158709
"456",1,19,23,1193210
"457",1,20,0,1173627
"458",1,20,1,1263321
"459",1,20,2,1520333
"460",1,20,3,1507300
"461",1,20,4,1637101
"462",1,20,5,1824900
"463",1,20,6,2006734
"464",1,20,7,2024290
"465",1,20,8,2217291
"466",1,20,9,2250495
"467",1,20,10,2299747
"468",1,20,11,2327000
"469",1,20,12,2420395
"470",1,20,13,2236093
"471",1,20,14,2179092
"472",1,20,15,1879030
"473",1,20,16,1624610
"474",1,20,17,1646860
"475",1,20,18,1667645
"476",1,20,19,1594276
"477",1,20,20,1584182
"478",1,20,21,1582015
"479",1,20,22,1596938
"480",1,20,23,1682077
"481",1,21,0,2149663
"482",1,21,1,2248953
"483",1,21,2,2350671
"484",1,21,3,2403412
"485",1,21,4,2575304
"486",1,21,5,2849087
"487",1,21,6,3175677
"488",1,21,7,3413759
"489",1,21,8,3322441
"490",1,21,9,3341480
"491",1,21,10,3069974
"492",1,21,11,3032606
"493",1,21,12,3253430
"494",1,21,13,3224083
"495",1,21,14,3125051
"496",1,21,15,2758669
"497",1,21,16,2170502
"498",1,21,17,2172011
"499",1,21,18,1970149
"500",1,21,19,1920542
"501",1,21,20,1750831
"502",1,21,21,1744680
"503",1,21,22,1806134
"504",1,21,23,1904835
"505",1,22,0,2168406
"506",1,22,1,2515177
"507",1,22,2,2508819
"508",1,22,3,2291176
"509",1,22,4,2494230
"510",1,22,5,2810858
"511",1,22,6,3271660
"512",1,22,7,3604767
"513",1,22,8,3674435
"514",1,22,9,3477248
"515",1,22,10,3334242
"516",1,22,11,3408275
"517",1,22,12,3506871
"518",1,22,13,3514690
"519",1,22,14,3361696
"520",1,22,15,2914349
"521",1,22,16,2563536
"522",1,22,17,2214537
"523",1,22,18,2057565
"524",1,22,19,1740773
"525",1,22,20,1732291
"526",1,22,21,1868521
"527",1,22,22,1736247
"528",1,22,23,2094355
"529",1,23,0,2302582
"530",1,23,1,2619134
"531",1,23,2,2522048
"532",1,23,3,2414447
"533",1,23,4,2598849
"534",1,23,5,3010331
"535",1,23,6,3439247
"536",1,23,7,3699523
"537",1,23,8,3913523
"538",1,23,9,3620488
"539",1,23,10,3469602
"540",1,23,11,3629851
"541",1,23,12,3531973
"542",1,23,13,3587817
"543",1,23,14,3541521
"544",1,23,15,2867391
"545",1,23,16,2604212
"546",1,23,17,2177914
"547",1,23,18,2227574
"548",1,23,19,2012911
"549",1,23,20,1812778
"550",1,23,21,1931521
"551",1,23,22,1906483
"552",1,23,23,1911333
"553",1,24,0,2255768
"554",1,24,1,2722985
"555",1,24,2,2643070
"556",1,24,3,2432428
"557",1,24,4,2571589
"558",1,24,5,2957909
"559",1,24,6,3388160
"560",1,24,7,3813719
"561",1,24,8,3936605
"562",1,24,9,3445191
"563",1,24,10,3230935
"564",1,24,11,3344948
"565",1,24,12,3432258
"566",1,24,13,3646981
"567",1,24,14,3339685
"568",1,24,15,2822337
"569",1,24,16,2522158
"570",1,24,17,2242967
"571",1,24,18,2190099
"572",1,24,19,2012106
"573",1,24,20,1796298
"574",1,24,21,1783050
"575",1,24,22,1843151
"576",1,24,23,1958507
"577",1,25,0,2120896
"578",1,25,1,2555896
"579",1,25,2,2583988
"580",1,25,3,2427767
"581",1,25,4,2429007
"582",1,25,5,2848351
"583",1,25,6,3115327
"584",1,25,7,3681097
"585",1,25,8,3884598
"586",1,25,9,3305168
"587",1,25,10,3085215
"588",1,25,11,3147462
"589",1,25,12,3099443
"590",1,25,13,3111686
"591",1,25,14,2921472
"592",1,25,15,2681451
"593",1,25,16,2201906
"594",1,25,17,1850322
"595",1,25,18,1583505
"596",1,25,19,1426043
"597",1,25,20,1322452
"598",1,25,21,1204683
"599",1,25,22,1204769
"600",1,25,23,1178979
"601",1,26,0,1254232
"602",1,26,1,1391576
"603",1,26,2,1389521
"604",1,26,3,1547664
"605",1,26,4,1652655
"606",1,26,5,1882281
"607",1,26,6,1927642
"608",1,26,7,2117622
"609",1,26,8,2417122
"610",1,26,9,2416801
"611",1,26,10,2396316
"612",1,26,11,2608711
"613",1,26,12,2302548
"614",1,26,13,2461305
"615",1,26,14,2214048
"616",1,26,15,2101406
"617",1,26,16,1881702
"618",1,26,17,1774184
"619",1,26,18,1582400
"620",1,26,19,1500352
"621",1,26,20,1468422
"622",1,26,21,1431533
"623",1,26,22,1320264
"624",1,26,23,1322665
"625",1,27,0,1321192
"626",1,27,1,1503421
"627",1,27,2,1551910
"628",1,27,3,1670818
"629",1,27,4,1700038
"630",1,27,5,1790724
"631",1,27,6,2072168
"632",1,27,7,2220162
"633",1,27,8,2303129
"634",1,27,9,2396444
"635",1,27,10,2238211
"636",1,27,11,2481603
"637",1,27,12,2500810
"638",1,27,13,2535558
"639",1,27,14,2455564
"640",1,27,15,2028183
"641",1,27,16,1874637
"642",1,27,17,1835340
"643",1,27,18,1970514
"644",1,27,19,1846290
"645",1,27,20,1599888
"646",1,27,21,1703894
"647",1,27,22,1871587
"648",1,27,23,1843370
"649",1,28,0,2236477
"650",1,28,1,2396628
"651",1,28,2,2499909
"652",1,28,3,2388151
"653",1,28,4,2546499
"654",1,28,5,2826126
"655",1,28,6,3299526
"656",1,28,7,3485603
"657",1,28,8,3730350
"658",1,28,9,3245833
"659",1,28,10,3357486
"660",1,28,11,3432808
"661",1,28,12,3578779
"662",1,28,13,3682147
"663",1,28,14,3603239
"664",1,28,15,2821369
"665",1,28,16,2677469
"666",1,28,17,2287778
"667",1,28,18,2209497
"668",1,28,19,2026860
"669",1,28,20,1783345
"670",1,28,21,1880694
"671",1,28,22,1866888
"672",1,28,23,2017304
"673",1,29,0,2223854
"674",1,29,1,2694950
"675",1,29,2,2638756
"676",1,29,3,2480921
"677",1,29,4,2520417
"678",1,29,5,3012309
"679",1,29,6,3535153
"680",1,29,7,3649069
"681",1,29,8,3676087
"682",1,29,9,3498115
"683",1,29,10,3259704
"684",1,29,11,3439953
"685",1,29,12,3598765
"686",1,29,13,3758340
"687",1,29,14,3538745
"688",1,29,15,2873023
"689",1,29,16,2721824
"690",1,29,17,2520575
"691",1,29,18,2222067
"692",1,29,19,2149935
"693",1,29,20,1888368
"694",1,29,21,1822177
"695",1,29,22,1969866
"696",1,29,23,2110146
"697",1,30,0,2260867
"698",1,30,1,2639776
"699",1,30,2,2752679
"700",1,30,3,2508499
"701",1,30,4,2656800
"702",1,30,5,2989763
"703",1,30,6,3464890
"704",1,30,7,3895115
"705",1,30,8,3902597
"706",1,30,9,3666758
"707",1,30,10,3459040
"708",1,30,11,3618937
"709",1,30,12,3468941
"710",1,30,13,3588772
"711",1,30,14,3400390
"712",1,30,15,2998248
"713",1,30,16,2656110
"714",1,30,17,2437666
"715",1,30,18,2343608
"716",1,30,19,2253189
"717",1,30,20,2048968
"718",1,30,21,2109438
"719",1,30,22,2071362
"720",1,30,23,2164461
"721",1,31,0,2317556
"722",1,31,1,2639270
"723",1,31,2,2729207
"724",1,31,3,2550344
"725",1,31,4,64460
"726",1,31,5,2916704
"727",1,31,6,3539653
"728",1,31,7,3797684
"729",1,31,8,3781977
"730",1,31,9,3591772
"731",1,31,10,3535539
"732",1,31,11,3442738
"733",1,31,12,3673829
"734",1,31,13,3872079
"735",1,31,14,3552477
"736",1,31,15,3024022
"737",1,31,16,2458979
"738",1,31,17,2319866
"739",1,31,18,2050778
"740",1,31,19,2017853
"741",1,31,20,1829312
"742",1,31,21,1815515
"743",1,31,22,1835249
"744",1,31,23,1894421
"745",2,1,0,2289916
"746",2,1,1,2481887
"747",2,1,2,2734888
"748",2,1,3,2423692
"749",2,1,4,2434121
"750",2,1,5,1539973
"751",2,1,6,3096781
"752",2,1,7,3375527
"753",2,1,8,3599919
"754",2,1,9,3317846
"755",2,1,10,3085566
"756",2,1,11,2992607
"757",2,1,12,3081693
"758",2,1,13,2955523
"759",2,1,14,3005596
"760",2,1,15,2420269
"761",2,1,16,2087228
"762",2,1,17,1695971
"763",2,1,18,1596259
"764",2,1,19,1265222
"765",2,1,20,1220369
"766",2,1,21,1267206
"767",2,1,22,1257679
"768",2,1,23,1308741
"769",2,2,0,1292359
"770",2,2,1,1399381
"771",2,2,2,1371707
"772",2,2,3,1386156
"773",2,2,4,1473072
"774",2,2,5,1694019
"775",2,2,6,1665786
"776",2,2,7,1921540
"777",2,2,8,2166701
"778",2,2,9,2086153
"779",2,2,10,1760662
"780",2,2,11,2127674
"781",2,2,12,2276526
"782",2,2,13,2317165
"783",2,2,14,2202125
"784",2,2,15,2018151
"785",2,2,16,1931485
"786",2,2,17,1608476
"787",2,2,18,1569809
"788",2,2,19,1438573
"789",2,2,20,1409929
"790",2,2,21,1357286
"791",2,2,22,1311317
"792",2,2,23,1306658
"793",2,3,0,1253684
"794",2,3,1,1390698
"795",2,3,2,1551102
"796",2,3,3,1603972
"797",2,3,4,1646560
"798",2,3,5,1745414
"799",2,3,6,2010648
"800",2,3,7,2073844
"801",2,3,8,2174374
"802",2,3,9,2223082
"803",2,3,10,2391934
"804",2,3,11,2512553
"805",2,3,12,2645020
"806",2,3,13,2626079
"807",2,3,14,2397737
"808",2,3,15,1838626
"809",2,3,16,1659987
"810",2,3,17,1555189
"811",2,3,18,1671365
"812",2,3,19,1593158
"813",2,3,20,1561301
"814",2,3,21,1704160
"815",2,3,22,1660293
"816",2,3,23,1868813
"817",2,4,0,2087781
"818",2,4,1,2526494
"819",2,4,2,2426995
"820",2,4,3,2305255
"821",2,4,4,2529054
"822",2,4,5,2718794
"823",2,4,6,3141641
"824",2,4,7,3672508
"825",2,4,8,3641619
"826",2,4,9,3415209
"827",2,4,10,3243466
"828",2,4,11,3427614
"829",2,4,12,3448414
"830",2,4,13,3538103
"831",2,4,14,3530478
"832",2,4,15,2921202
"833",2,4,16,2638550
"834",2,4,17,2250784
"835",2,4,18,2208748
"836",2,4,19,1963746
"837",2,4,20,2002926
"838",2,4,21,1942410
"839",2,4,22,1834561
"840",2,4,23,1917397
"841",2,5,0,2344884
"842",2,5,1,2589438
"843",2,5,2,2730428
"844",2,5,3,2431892
"845",2,5,4,2673927
"846",2,5,5,2932733
"847",2,5,6,3297096
"848",2,5,7,3622811
"849",2,5,8,3827121
"850",2,5,9,3438355
"851",2,5,10,2949435
"852",2,5,11,3477614
"853",2,5,12,3579404
"854",2,5,13,3614051
"855",2,5,14,3354405
"856",2,5,15,2789894
"857",2,5,16,2469411
"858",2,5,17,2274014
"859",2,5,18,2123117
"860",2,5,19,1976364
"861",2,5,20,1879136
"862",2,5,21,1975327
"863",2,5,22,1895592
"864",2,5,23,2097297
"865",2,6,0,2456046
"866",2,6,1,2529594
"867",2,6,2,2593007
"868",2,6,3,2324007
"869",2,6,4,2453333
"870",2,6,5,2745826
"871",2,6,6,3249226
"872",2,6,7,3689533
"873",2,6,8,3919546
"874",2,6,9,3616943
"875",2,6,10,3287039
"876",2,6,11,3459215
"877",2,6,12,3586027
"878",2,6,13,3546150
"879",2,6,14,3400760
"880",2,6,15,2876743
"881",2,6,16,2547403
"882",2,6,17,2143224
"883",2,6,18,2107496
"884",2,6,19,1929040
"885",2,6,20,1901077
"886",2,6,21,1831245
"887",2,6,22,1836314
"888",2,6,23,1963605
"889",2,7,0,2117419
"890",2,7,1,2441543
"891",2,7,2,2632058
"892",2,7,3,2426082
"893",2,7,4,2636875
"894",2,7,5,2987512
"895",2,7,6,3261550
"896",2,7,7,3738953
"897",2,7,8,3790159
"898",2,7,9,3873755
"899",2,7,10,3366486
"900",2,7,11,3501233
"901",2,7,12,3519472
"902",2,7,13,3711533
"903",2,7,14,3584063
"904",2,7,15,3059822
"905",2,7,16,2463009
"906",2,7,17,2142818
"907",2,7,18,1950688
"908",2,7,19,1859336
"909",2,7,20,1573913
"910",2,7,21,1694819
"911",2,7,22,1650008
"912",2,7,23,1593472
"913",2,8,0,2122286
"914",2,8,1,2536562
"915",2,8,2,2500473
"916",2,8,3,2259527
"917",2,8,4,2356437
"918",2,8,5,2767211
"919",2,8,6,3264024
"920",2,8,7,3599753
"921",2,8,8,3524341
"922",2,8,9,3413165
"923",2,8,10,3139163
"924",2,8,11,3294059
"925",2,8,12,3166679
"926",2,8,13,3330371
"927",2,8,14,3313747
"928",2,8,15,2705571
"929",2,8,16,2177490
"930",2,8,17,1808669
"931",2,8,18,1476976
"932",2,8,19,1338660
"933",2,8,20,1323025
"934",2,8,21,1220196
"935",2,8,22,1152913
"936",2,8,23,1092086
"937",2,9,0,1037641
"938",2,9,1,1192107
"939",2,9,2,1377935
"940",2,9,3,1427129
"941",2,9,4,1531052
"942",2,9,5,428713
"943",2,9,6,2060672
"944",2,9,7,2110984
"945",2,9,8,2246403
"946",2,9,9,2246641
"947",2,9,10,2231702
"948",2,9,11,2219909
"949",2,9,12,2406325
"950",2,9,13,2267700
"951",2,9,14,2217159
"952",2,9,15,2051396
"953",2,9,16,1641276
"954",2,9,17,1489343
"955",2,9,18,1362654
"956",2,9,19,1246188
"957",2,9,20,1292491
"958",2,9,21,1188876
"959",2,9,22,1187110
"960",2,9,23,1107834
"961",2,10,0,1153591
"962",2,10,1,1213420
"963",2,10,2,1375829
"964",2,10,3,1486816
"965",2,10,4,1608415
"966",2,10,5,1622015
"967",2,10,6,1884301
"968",2,10,7,1943822
"969",2,10,8,2284420
"970",2,10,9,2308467
"971",2,10,10,2476029
"972",2,10,11,2387044
"973",2,10,12,2387351
"974",2,10,13,2556257
"975",2,10,14,2555128
"976",2,10,15,2283951
"977",2,10,16,2019987
"978",2,10,17,1866004
"979",2,10,18,1665742
"980",2,10,19,1622716
"981",2,10,20,1625009
"982",2,10,21,1632601
"983",2,10,22,1621959
"984",2,10,23,1519637
"985",2,11,0,1889807
"986",2,11,1,2083023
"987",2,11,2,2317665
"988",2,11,3,2274361
"989",2,11,4,2274299
"990",2,11,5,2825060
"991",2,11,6,3155923
"992",2,11,7,3489613
"993",2,11,8,3689197
"994",2,11,9,3449966
"995",2,11,10,3347969
"996",2,11,11,3457844
"997",2,11,12,3539825
"998",2,11,13,3565296
"999",2,11,14,3456755
"1000",2,11,15,2772798
"1001",2,11,16,2352326
"1002",2,11,17,1975404
"1003",2,11,18,2013008
"1004",2,11,19,1920498
"1005",2,11,20,1696676
"1006",2,11,21,1721712
"1007",2,11,22,1688798
"1008",2,11,23,1750323
"1009",2,12,0,1966079
"1010",2,12,1,2291107
"1011",2,12,2,2471710
"1012",2,12,3,2307211
"1013",2,12,4,2472863
"1014",2,12,5,2813578
"1015",2,12,6,3370861
"1016",2,12,7,3688930
"1017",2,12,8,3774283
"1018",2,12,9,3381391
"1019",2,12,10,3376565
"1020",2,12,11,3500118
"1021",2,12,12,3565062
"1022",2,12,13,3650100
"1023",2,12,14,3418128
"1024",2,12,15,2991521
"1025",2,12,16,2376149
"1026",2,12,17,4043889
"1027",2,12,18,4004442
"1028",2,12,19,1932479
"1029",2,12,20,1763940
"1030",2,12,21,1682619
"1031",2,12,22,1553356
"1032",2,12,23,1777990
"1033",2,13,0,2063478
"1034",2,13,1,2315286
"1035",2,13,2,2510193
"1036",2,13,3,2363384
"1037",2,13,4,2480104
"1038",2,13,5,2919834
"1039",2,13,6,3193474
"1040",2,13,7,3759481
"1041",2,13,8,3817949
"1042",2,13,9,3606403
"1043",2,13,10,3304919
"1044",2,13,11,3419394
"1045",2,13,12,3549777
"1046",2,13,13,3435784
"1047",2,13,14,3366477
"1048",2,13,15,2923378
"1049",2,13,16,2396465
"1050",2,13,17,2288693
"1051",2,13,18,1985704
"1052",2,13,19,1841572
"1053",2,13,20,1825040
"1054",2,13,21,1599362
"1055",2,13,22,1723717
"1056",2,13,23,1652701
"1057",2,14,0,2136398
"1058",2,14,1,2401992
"1059",2,14,2,2352115
"1060",2,14,3,2375028
"1061",2,14,4,2384170
"1062",2,14,5,2820095
"1063",2,14,6,3323076
"1064",2,14,7,3771318
"1065",2,14,8,3666637
"1066",2,14,9,3327390
"1067",2,14,10,3176787
"1068",2,14,11,3225147
"1069",2,14,12,3458176
"1070",2,14,13,3444325
